file_path,label,audio_length
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7e783e3f_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/692a88e6_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c661be6e_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e3b64217_nohash_0.wav',1,14861
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ea1f888c_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/cae62f38_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/300384f0_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1b4c9b89_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/26e9ae6b_nohash_0.wav',2,15019
'/Users/local/Desktop/audio_classification/animal_sounds/cat/13d7b8c9_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b1114e4f_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d8c314c0_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1625acd8_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f4cae173_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7be5a0f3_nohash_1.wav',1,14118
'/Users/local/Desktop/audio_classification/animal_sounds/dog/096456f9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2da58b32_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/422d3197_nohash_0.wav',2,12971
'/Users/local/Desktop/audio_classification/animal_sounds/cat/840c366d_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c6ca5d01_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cee22275_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/bd11c654_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e1aa22e4_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/fac7deca_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f953e1af_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c86d4fd4_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/61a0d340_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/8a325749_nohash_0.wav',2,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/590750e8_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/964e8cfd_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a709ddd3_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/adb45ef2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5236848b_nohash_0.wav',0,14336
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9cde5de8_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/4620dc14_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d90b4138_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a60a09cf_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3e549219_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a4b21cbc_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1d1fe0a0_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/de41f895_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/030ec18b_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b3327675_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d107dc42_nohash_2.wav',2,14336
'/Users/local/Desktop/audio_classification/animal_sounds/dog/61e50f62_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0e5193e6_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/aa62fdad_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d8521ea0_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/4b39347d_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/825f450d_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3ab9ba07_nohash_0.wav',2,15702
'/Users/local/Desktop/audio_classification/animal_sounds/cat/20174140_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7fd25f7c_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/08ab8082_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b5935410_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/6c0f6493_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4cb874bb_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cc554de3_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/01bcfc0c_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c2d15ea5_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7a5530c9_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/569455ff_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5aac2efa_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a8f45bdc_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/becd5a53_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9f869f70_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/37dca74f_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/31e686d2_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/65d14087_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1657c9fa_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1887fe04_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d933bf5e_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5705a0f9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b93528e3_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/06a79a03_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/4f086393_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c33682f0_nohash_3.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9637f43f_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/656e8bb3_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/da1d320c_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/187af8be_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/85834399_nohash_2.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/5628d7b7_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/13199b79_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3bfd30e6_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/726382d6_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/80fe1dc7_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a60a09cf_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/953fe1ad_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d7529c0c_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d78858d9_nohash_0.wav',1,9660
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2ad772d6_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/28e47b1a_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b31ad508_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e0315cf6_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/329eab8a_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/d7a58714_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a42a88ff_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0f250098_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/179a61b7_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/31267b59_nohash_1.wav',1,15019
'/Users/local/Desktop/audio_classification/animal_sounds/cat/300384f0_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f5e5e8b0_nohash_0.wav',0,12632
'/Users/local/Desktop/audio_classification/animal_sounds/bird/24ad3ebe_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/772db621_nohash_1.wav',2,13375
'/Users/local/Desktop/audio_classification/animal_sounds/cat/25c14394_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/460f2bad_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7de97453_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3824c00e_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/33f60c62_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/de4f7798_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7eee5973_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e6be0830_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5fc3ed24_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/80b8eab4_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1b88bf70_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f816db77_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8281a2a8_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a97017df_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/130d9a87_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1816b768_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/778a4a01_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/3e3b65eb_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f5733968_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1887fe04_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/6d0ad764_nohash_1.wav',0,11889
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9d32f10a_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/caedb73a_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/dbb7723a_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/620ff0fa_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/179a61b7_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7bf801d1_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a709ddd3_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/26b28ea7_nohash_2.wav',0,15702
'/Users/local/Desktop/audio_classification/animal_sounds/dog/43f57297_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/210f3aa9_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4d9e07cf_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c08585c1_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/44dad20e_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5588c7e6_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/86f12ac0_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/87014d40_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/418e7158_nohash_0.wav',1,15604
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e9287461_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a996cf66_nohash_1.wav',1,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9bea2ac7_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7bae88ed_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/38c388bc_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/40115b19_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/28460a60_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d312f481_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e7ebf59c_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/42c6fff1_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/_background_noise_/exercise_bike.wav',3,980062
'/Users/local/Desktop/audio_classification/animal_sounds/cat/9229bff9_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1bb574f9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/4e8c5516_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/71bf8f48_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/de6eb27c_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ab5d7179_nohash_0.wav',0,11606
'/Users/local/Desktop/audio_classification/animal_sounds/dog/8dc26a15_nohash_2.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3e3b65eb_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3852fca2_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cc592808_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/fe5c4a7a_nohash_3.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/173ae793_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/460f2bad_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2c6d3924_nohash_2.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c0fb6812_nohash_1.wav',1,15019
'/Users/local/Desktop/audio_classification/animal_sounds/cat/96c66ab7_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/61a9f72a_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3e3fa7fd_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7be5a0f3_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/30a09789_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f5e44d34_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2197f41c_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/22aa3665_nohash_0.wav',1,8192
'/Users/local/Desktop/audio_classification/animal_sounds/cat/c44d2a58_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/caedb73a_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/e98cb283_nohash_0.wav',0,11889
'/Users/local/Desktop/audio_classification/animal_sounds/dog/363c6bad_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/215699ff_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1ffd513b_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/105a0eea_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/adb45ef2_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/48a9f771_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f4386675_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/97f4c236_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9f63152b_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/46114b4e_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/02746d24_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f1b35ace_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/45864319_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d1a17cbe_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1678e6f1_nohash_0.wav',1,13654
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6f342826_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/9e2ce5e3_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2b715941_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/7846fd85_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/6a700f9d_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0a7c2a8d_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ab5d7179_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c2bc4489_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2c6446f7_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/96c67073_nohash_2.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b4bef564_nohash_0.wav',0,15604
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b7a0754f_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/82e7204d_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/dce5041a_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c68cf200_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/81a345a3_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cb5d2c6e_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/918a2473_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/31d68957_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/826268f8_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2dcb6848_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/10467b06_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/d71ad617_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/a4c938ce_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a8688b67_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5a3712c9_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/0ac15fe9_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/7081436f_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/b15fc37d_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/56f8a100_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/652b3da7_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/c0c701f1_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/cd85758f_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/1e412fac_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3b853f44_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/2fa39636_nohash_0.wav',0,15604
'/Users/local/Desktop/audio_classification/animal_sounds/dog/69953f48_nohash_0.wav',0,9660
'/Users/local/Desktop/audio_classification/animal_sounds/cat/eb0676ec_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/ecef25ba_nohash_0.wav',1,12288
'/Users/local/Desktop/audio_classification/animal_sounds/cat/80c17118_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/2b42e7a2_nohash_0.wav',2,15019
'/Users/local/Desktop/audio_classification/animal_sounds/dog/9bea2ac7_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/f97e1fcd_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/52bfbce8_nohash_2.wav',1,11606
'/Users/local/Desktop/audio_classification/animal_sounds/bird/3b8406c0_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/2dce72b3_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5c8af87a_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/7e1054e7_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8549f25d_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/d4082f3e_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/e3e49931_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/ec74a8a5_nohash_0.wav',0,15604
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5fc3ed24_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/37d38e44_nohash_2.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f0ae7203_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/f42e234b_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a591c2ea_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/ec545975_nohash_3.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/aac5b7c1_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/8b39e36f_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/8a28231e_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/afe0b87d_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/c205e625_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5f1b1051_nohash_1.wav',2,14118
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b49caed3_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/bd11c654_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/dabd70c2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/146d97db_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/1a892463_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/afbec28d_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/1625acd8_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/b544d4fd_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/0ff728b5_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cb2929ce_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/72198b96_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5828dfa2_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/cb5d2c6e_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/a42a88ff_nohash_2.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/66cff190_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/151bfb79_nohash_0.wav',0,12632
'/Users/local/Desktop/audio_classification/animal_sounds/cat/8d4cdc60_nohash_1.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a0a8d759_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/413997c1_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/b7016c27_nohash_1.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a583c5b0_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/dbb40d24_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/5a9f7324_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/f9ebdba0_nohash_0.wav',1,14861
'/Users/local/Desktop/audio_classification/animal_sounds/dog/68dd409e_nohash_1.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/5e3dde6b_nohash_0.wav',2,16000
'/Users/local/Desktop/audio_classification/animal_sounds/cat/3209ec42_nohash_0.wav',1,16000
'/Users/local/Desktop/audio_classification/animal_sounds/dog/a24cf51c_nohash_0.wav',0,16000
'/Users/local/Desktop/audio_classification/animal_sounds/bird/e71b4ce6_nohash_0.wav',2,16000
