,file_path,label
821,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/3a789a0d_nohash_0.wav',2
822,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/dc75148d_nohash_0.wav',0
823,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/56f8a100_nohash_0.wav',2
824,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/64220627_nohash_1.wav',0
825,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1cc80e39_nohash_0.wav',2
826,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/80b8eab4_nohash_0.wav',1
827,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/4a803e67_nohash_2.wav',1
828,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/15d83b54_nohash_1.wav',0
829,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/bf70feda_nohash_0.wav',2
830,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1bc45db9_nohash_0.wav',2
831,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/eefd26f3_nohash_0.wav',0
832,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/238c112c_nohash_0.wav',0
833,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9d171fee_nohash_0.wav',2
834,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a4b21cbc_nohash_0.wav',1
835,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/a24cf51c_nohash_1.wav',0
836,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d9ae8983_nohash_0.wav',1
837,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/7061c7d1_nohash_0.wav',2
838,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/dca6b373_nohash_0.wav',0
839,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/e9b61425_nohash_0.wav',0
840,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/aac5b7c1_nohash_1.wav',2
841,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d9ae8983_nohash_0.wav',0
842,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/59b98a22_nohash_0.wav',1
843,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ee4a907f_nohash_0.wav',1
844,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b12bef84_nohash_0.wav',0
845,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/e53139ad_nohash_0.wav',0
846,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b0f24c9b_nohash_0.wav',0
847,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/5d0ab165_nohash_2.wav',1
848,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/cc6bae0d_nohash_1.wav',2
849,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/cc592808_nohash_0.wav',1
850,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d9e9f554_nohash_0.wav',0
851,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/0137b3f4_nohash_0.wav',1
852,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/e63b69c5_nohash_0.wav',2
853,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/64220627_nohash_0.wav',0
854,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/4a803e67_nohash_1.wav',1
855,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/095847e4_nohash_1.wav',0
856,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/30f31e42_nohash_0.wav',0
857,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2cec1d47_nohash_0.wav',1
858,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2bdbe5f7_nohash_0.wav',1
859,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/9cde5de8_nohash_0.wav',1
860,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/83f9c4ab_nohash_0.wav',2
861,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/27b9a84f_nohash_1.wav',1
862,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/6982fc2a_nohash_2.wav',0
863,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/65f2531f_nohash_0.wav',0
864,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b06c19b0_nohash_0.wav',1
865,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/a0f93943_nohash_1.wav',0
866,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/dbb40d24_nohash_0.wav',1
867,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3c8dc702_nohash_0.wav',0
868,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/92a9c5e6_nohash_0.wav',2
869,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/44dad20e_nohash_0.wav',2
870,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/708a9569_nohash_2.wav',0
871,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/e7117d00_nohash_0.wav',2
872,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c948d727_nohash_0.wav',1
873,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/dec73123_nohash_2.wav',0
874,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c7aaad67_nohash_0.wav',2
875,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/dd086776_nohash_0.wav',2
876,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/4a4e28f1_nohash_0.wav',1
877,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ab1299bb_nohash_0.wav',1
878,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/030ec18b_nohash_2.wav',1
879,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b433332a_nohash_1.wav',0
880,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b3327675_nohash_0.wav',1
881,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/7014b07e_nohash_1.wav',0
882,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/31270cb2_nohash_0.wav',1
883,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/653a48f5_nohash_0.wav',2
884,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/db8a3397_nohash_0.wav',1
885,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/881583a6_nohash_0.wav',0
886,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/33f60c62_nohash_1.wav',0
887,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d8c314c0_nohash_0.wav',1
888,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b7669804_nohash_0.wav',0
889,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/439c84f4_nohash_0.wav',0
890,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/15c563d7_nohash_0.wav',1
891,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/918a2473_nohash_0.wav',0
892,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f9af823e_nohash_3.wav',1
893,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3ec05c3d_nohash_0.wav',0
894,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/063d48cf_nohash_0.wav',0
895,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c013fe4d_nohash_1.wav',1
896,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/acfd3bc3_nohash_1.wav',2
897,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a24582a0_nohash_0.wav',1
898,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/937b433e_nohash_1.wav',2
899,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/cb802c63_nohash_1.wav',0
900,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/f0edc767_nohash_1.wav',2
901,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b087aa0e_nohash_1.wav',1
902,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ffa76c4a_nohash_0.wav',2
903,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/14872d06_nohash_0.wav',0
904,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/8dc26a15_nohash_0.wav',2
905,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3bfd30e6_nohash_0.wav',1
906,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/91bed2e0_nohash_0.wav',2
907,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/106a6183_nohash_0.wav',2
908,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/83c9e7e6_nohash_0.wav',1
909,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/efbc3952_nohash_1.wav',0
910,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/bb31b82b_nohash_2.wav',2
911,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/8b39e36f_nohash_0.wav',2
912,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/af7a8296_nohash_0.wav',1
913,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/1c3f4fac_nohash_0.wav',0
914,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d2eae23d_nohash_0.wav',2
915,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/5aac2efa_nohash_0.wav',2
916,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2a89ad5c_nohash_0.wav',1
917,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/83957201_nohash_1.wav',1
918,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/652b3da7_nohash_1.wav',2
919,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/4c841771_nohash_1.wav',2
920,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9e42ae25_nohash_0.wav',2
921,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d53e25ba_nohash_1.wav',1
922,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/9190045a_nohash_0.wav',1
923,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/030ec18b_nohash_1.wav',1
924,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c103a2d5_nohash_1.wav',2
925,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9d8ac38b_nohash_1.wav',2
926,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c68cf200_nohash_0.wav',1
927,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/28ed6bc9_nohash_0.wav',2
928,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/1b88bf70_nohash_0.wav',0
929,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f852895b_nohash_0.wav',0
930,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d7a58714_nohash_2.wav',2
931,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/493392c6_nohash_0.wav',2
932,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ac652c60_nohash_1.wav',2
933,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/988e2f9a_nohash_0.wav',2
934,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d1a4fb3f_nohash_0.wav',0
935,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/dd086776_nohash_2.wav',2
936,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a9f38bae_nohash_0.wav',2
937,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fe5c4a7a_nohash_0.wav',1
938,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/437455be_nohash_0.wav',1
939,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b2e2773a_nohash_0.wav',1
940,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f174517e_nohash_0.wav',0
941,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/2cf28b70_nohash_1.wav',0
942,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/9886d8bf_nohash_0.wav',2
943,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/ca48dc76_nohash_1.wav',0
944,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/efa16ffd_nohash_0.wav',1
945,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/cc6ee39b_nohash_0.wav',1
946,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6d0ad764_nohash_0.wav',1
947,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fd395b74_nohash_0.wav',1
948,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fe291fa9_nohash_0.wav',1
949,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/3c8836dc_nohash_1.wav',2
950,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c578beb0_nohash_1.wav',1
951,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/3ae5c04f_nohash_0.wav',0
952,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f4504600_nohash_0.wav',1
953,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b21f0fa4_nohash_0.wav',0
954,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/0fa1e7a9_nohash_0.wav',0
955,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c518d1b1_nohash_0.wav',1
956,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c0445658_nohash_0.wav',2
957,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/6ef76186_nohash_0.wav',2
958,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/65d81c54_nohash_1.wav',2
959,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/0474c92a_nohash_0.wav',1
960,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/1cc80e39_nohash_0.wav',1
961,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/adb45ef2_nohash_1.wav',2
962,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3d3ddaf8_nohash_0.wav',1
963,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/6c0f6493_nohash_0.wav',2
964,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/a2b16113_nohash_1.wav',0
965,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d3badc9a_nohash_0.wav',2
966,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/327289eb_nohash_1.wav',2
967,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/81dc4a94_nohash_1.wav',1
968,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/dca6b373_nohash_0.wav',1
969,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1365dd89_nohash_0.wav',2
970,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ab3f0c1b_nohash_0.wav',2
971,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/6a27a9bf_nohash_0.wav',2
972,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a8f45bdc_nohash_0.wav',1
973,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/626e323f_nohash_1.wav',2
974,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/26b28ea7_nohash_0.wav',1
975,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/80b8eab4_nohash_1.wav',2
976,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/e805a617_nohash_1.wav',2
977,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/9385508d_nohash_1.wav',1
978,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2dce72b3_nohash_0.wav',1
979,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/caedb73a_nohash_0.wav',0
980,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d7d733d2_nohash_0.wav',2
981,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/173e6bbf_nohash_1.wav',1
982,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ec201020_nohash_0.wav',1
983,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/b087aa0e_nohash_0.wav',1
984,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1cc80e39_nohash_2.wav',2
985,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c86d4fd4_nohash_1.wav',1
986,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/24ad3ebe_nohash_0.wav',1
987,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d90b4138_nohash_0.wav',0
988,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/810c99be_nohash_0.wav',0
989,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/c44d2a58_nohash_0.wav',0
990,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/5fb88f4c_nohash_0.wav',0
991,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/0bde966a_nohash_0.wav',2
992,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/43fc47a7_nohash_1.wav',0
993,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/88a487ce_nohash_1.wav',0
994,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1993db46_nohash_1.wav',2
995,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/88120683_nohash_0.wav',0
996,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/68dd409e_nohash_0.wav',0
997,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6414258b_nohash_2.wav',1
998,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/8ed25ef8_nohash_1.wav',2
999,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c25a032b_nohash_0.wav',1
1000,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/b3849d6e_nohash_0.wav',2
1001,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/34263ab3_nohash_0.wav',0
1002,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d98f6043_nohash_0.wav',1
1003,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/45adf84a_nohash_1.wav',0
1004,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/da2c5f1b_nohash_1.wav',1
1005,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/2ad772d6_nohash_2.wav',0
1006,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/e1469561_nohash_0.wav',2
1007,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/627c0bec_nohash_0.wav',1
1008,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/38c30a4a_nohash_2.wav',1
1009,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/bdee441c_nohash_0.wav',1
1010,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/7846fd85_nohash_0.wav',1
1011,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/8d4cdc60_nohash_2.wav',1
1012,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a331d9cb_nohash_0.wav',2
1013,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/28497c5b_nohash_0.wav',0
1014,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/530306f5_nohash_0.wav',0
1015,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/380abbad_nohash_0.wav',0
1016,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/ed0720f1_nohash_1.wav',1
1017,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d6b155a5_nohash_0.wav',1
1018,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/42beb5eb_nohash_0.wav',2
1019,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/db4cf12f_nohash_0.wav',2
1020,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/c2d74084_nohash_0.wav',2
1021,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/2e73212b_nohash_1.wav',2
1022,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/99081f4d_nohash_2.wav',1
1023,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/df6bd83f_nohash_0.wav',0
1024,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/1816b768_nohash_0.wav',1
1025,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/e5c48e53_nohash_0.wav',2
1026,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6846af18_nohash_0.wav',1
1027,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2aa787cf_nohash_2.wav',1
1028,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/efa16ffd_nohash_2.wav',1
1029,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/650daf8e_nohash_0.wav',1
1030,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3dfd6c23_nohash_1.wav',1
1031,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/c0fb6812_nohash_1.wav',0
1032,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1daa5ada_nohash_0.wav',2
1033,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/1e31353f_nohash_0.wav',0
1034,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/81dc4a94_nohash_0.wav',1
1035,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/130d9a87_nohash_1.wav',2
1036,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a8f45bdc_nohash_2.wav',1
1037,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/5236848b_nohash_0.wav',0
1038,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/6b889021_nohash_1.wav',2
1039,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2643992f_nohash_1.wav',1
1040,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/d7a58714_nohash_3.wav',2
1041,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/10c6d873_nohash_0.wav',2
1042,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/e3411931_nohash_1.wav',1
1043,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/cdfbbe75_nohash_2.wav',2
1044,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/5ff3f9a1_nohash_2.wav',1
1045,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/d8c314c0_nohash_1.wav',0
1046,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/29fb33da_nohash_0.wav',1
1047,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/129c7d8d_nohash_2.wav',0
1048,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/6a014b29_nohash_1.wav',1
1049,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/9f869f70_nohash_0.wav',1
1050,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/8a0457c9_nohash_0.wav',0
1051,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a518d1cf_nohash_0.wav',2
1052,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/6f7724f5_nohash_3.wav',0
1053,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/a4baac4e_nohash_1.wav',2
1054,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3367cff6_nohash_1.wav',1
1055,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/bdb26021_nohash_0.wav',0
1056,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c634a189_nohash_0.wav',1
1057,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/d37e4bf1_nohash_0.wav',1
1058,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/31270cb2_nohash_0.wav',2
1059,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/e1aa22e4_nohash_0.wav',2
1060,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/25132942_nohash_0.wav',1
1061,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/2a0b413e_nohash_0.wav',1
1062,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/2039b9c1_nohash_0.wav',0
1063,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/0a7c2a8d_nohash_1.wav',2
1064,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f9af823e_nohash_1.wav',1
1065,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/f19c1390_nohash_0.wav',2
1066,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/10ace7eb_nohash_0.wav',0
1067,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/88a487ce_nohash_0.wav',1
1068,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/bf5d409d_nohash_1.wav',1
1069,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/baeac2ba_nohash_0.wav',1
1070,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/ffb86d3c_nohash_0.wav',2
1071,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/e7117d00_nohash_1.wav',0
1072,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/6846af18_nohash_0.wav',0
1073,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/0cd323ec_nohash_0.wav',1
1074,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/1816b768_nohash_0.wav',2
1075,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/35d1b6ee_nohash_0.wav',0
1076,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/3ec05c3d_nohash_0.wav',2
1077,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/3e3b65eb_nohash_0.wav',1
1078,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/b1edd209_nohash_0.wav',0
1079,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/f104f742_nohash_0.wav',0
1080,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c120e80e_nohash_0.wav',1
1081,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/39a6b995_nohash_0.wav',0
1082,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/a8cb6dda_nohash_0.wav',1
1083,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/300384f0_nohash_2.wav',1
1084,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/7cfb1618_nohash_1.wav',2
1085,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/7c9b43f0_nohash_0.wav',1
1086,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/50033893_nohash_1.wav',1
1087,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/e62056e2_nohash_1.wav',0
1088,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/50f55535_nohash_0.wav',2
1089,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/fbdc07bb_nohash_0.wav',1
1090,'/Users/local/Desktop/audio_classification-main/animal_sounds/bird/cdfbbe75_nohash_0.wav',2
1091,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/c3538de1_nohash_0.wav',0
1092,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/5be23def_nohash_0.wav',0
1093,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/f4504600_nohash_1.wav',1
1094,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/07c5129e_nohash_1.wav',0
1095,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/99e6cab8_nohash_0.wav',1
1096,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/5af0ca83_nohash_0.wav',0
1097,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/5de3f6cc_nohash_0.wav',1
1098,'/Users/local/Desktop/audio_classification-main/animal_sounds/dog/bca56796_nohash_0.wav',0
1099,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/9637f43f_nohash_0.wav',1
1100,'/Users/local/Desktop/audio_classification-main/animal_sounds/cat/c6a23ff5_nohash_1.wav',1
